iter	Passed	Remaining
268	1627	4422
269	1631	4410
270	1635	4399
271	1639	4386
272	1642	4374
273	1646	4362
274	1651	4352
275	1654	4340
276	1658	4328
277	1662	4316
278	1666	4305
279	1669	4294
280	1673	4281
281	1677	4270
282	1680	4258
283	1684	4247
284	1688	4235
285	1691	4223
286	1695	4212
287	1700	4203
288	1704	4192
289	1707	4181
290	1711	4169
291	1715	4160
292	1719	4148
293	1723	4137
294	1726	4127
295	1731	4117
296	1734	4106
297	1738	4095
298	1742	4085
299	1746	4075
300	1750	4065
301	1754	4055
302	1758	4045
303	1762	4035
304	1766	4024
305	1769	4013
306	1774	4005
307	1779	3997
308	1783	3987
309	1786	3976
310	1790	3966
311	1794	3958
312	1798	3947
313	1803	3939
314	1806	3929
315	1811	3920
316	1814	3910
317	1818	3901
318	1823	3891
319	1827	3882
320	1831	3873
321	1835	3863
322	1839	3854
323	1843	3845
324	1847	3836
325	1851	3828
326	1856	3820
327	1861	3813
328	1864	3803
329	1868	3794
330	1873	3787
331	1877	3778
332	1881	3769
333	1885	3760
334	1892	3757
335	1896	3748
336	1901	3740
337	1903	3729
338	1907	3719
339	1911	3710
340	1915	3702
341	1920	3694
342	1924	3686
343	1928	3676
344	1933	3670
345	1938	3663
346	1942	3654
347	1946	3646
348	1950	3638
349	1955	3632
350	1963	3629
351	1967	3622
352	1971	3614
353	1976	3606
354	1980	3598
355	1985	3591
356	1990	3585
357	1994	3576
358	1999	3570
359	2004	3563
360	2008	3554
361	2011	3545
362	2016	3537
363	2019	3529
364	2023	3519
365	2027	3511
366	2032	3504
367	2035	3496
368	2039	3487
369	2043	3478
370	2046	3469
371	2050	3461
372	2053	3452
373	2057	3443
374	2061	3435
375	2064	3426
376	2068	3417
377	2071	3409
378	2075	3400
379	2079	3392
380	2083	3384
381	2087	3376
382	2090	3367
383	2094	3359
384	2097	3351
385	2101	3343
386	2105	3335
387	2109	3326
388	2113	3318
389	2117	3311
390	2120	3302
391	2122	3292
392	2126	3284
393	2129	3275
394	2132	3266
395	2136	3258
396	2140	3250
397	2143	3242
398	2146	3233
399	2150	3225
400	2153	3217
401	2157	3209
402	2160	3200
403	2163	3192
404	2167	3183
405	2170	3176
406	2175	3169
407	2178	3161
408	2182	3153
409	2185	3145
410	2189	3138
411	2193	3130
412	2197	3122
413	2200	3114
414	2204	3107
415	2208	3099
416	2211	3091
417	2214	3083
418	2218	3076
419	2222	3068
420	2225	3061
421	2229	3053
422	2231	3044
423	2235	3036
424	2239	3029
425	2242	3021
426	2246	3014
427	2250	3007
428	2253	2999
429	2257	2992
430	2261	2985
431	2264	2977
432	2268	2970
433	2272	2963
434	2276	2956
435	2279	2948
436	2282	2941
437	2287	2934
438	2290	2927
439	2294	2919
440	2297	2912
441	2301	2905
442	2305	2898
443	2309	2891
444	2312	2883
445	2316	2877
446	2319	2869
447	2323	2862
448	2326	2854
449	2329	2847
450	2334	2842
451	2338	2835
452	2342	2829
453	2348	2823
454	2352	2818
455	2356	2810
456	2359	2803
457	2365	2799
458	2368	2792
459	2372	2784
460	2376	2778
461	2381	2773
462	2385	2766
463	2389	2760
464	2393	2753
465	2397	2747
466	2401	2740
467	2405	2734
468	2409	2728
469	2413	2722
470	2417	2715
471	2421	2709
472	2425	2702
473	2429	2696
474	2433	2689
475	2437	2683
476	2441	2676
477	2446	2671
478	2450	2665
479	2454	2658
480	2458	2652
481	2462	2646
482	2469	2643
483	2474	2637
484	2479	2633
485	2483	2626
486	2487	2620
487	2490	2613
488	2494	2606
489	2498	2600
490	2502	2594
491	2506	2587
492	2510	2581
493	2514	2575
494	2518	2568
495	2522	2562
496	2525	2556
497	2529	2549
498	2533	2543
499	2537	2537
500	2540	2530
501	2544	2524
502	2548	2518
503	2551	2511
504	2556	2505
505	2560	2499
506	2564	2493
507	2567	2486
508	2571	2480
509	2575	2474
510	2578	2467
511	2582	2461
512	2586	2454
513	2590	2449
514	2593	2442
515	2598	2436
516	2601	2430
517	2606	2424
518	2609	2418
519	2613	2412
520	2617	2406
521	2621	2400
522	2625	2394
523	2628	2387
524	2632	2381
525	2636	2375
526	2639	2369
527	2643	2363
528	2647	2356
529	2651	2351
530	2655	2345
531	2658	2339
532	2662	2332
533	2666	2326
534	2670	2320
535	2673	2314
536	2677	2308
537	2680	2302
538	2684	2296
539	2688	2289
540	2691	2283
541	2695	2278
542	2699	2272
543	2703	2266
544	2708	2260
545	2711	2254
546	2715	2248
547	2719	2242
548	2722	2236
549	2726	2230
550	2730	2224
551	2733	2218
552	2737	2212
553	2740	2206
554	2744	2200
555	2748	2194
556	2751	2188
557	2755	2182
558	2758	2176
559	2762	2170
560	2766	2165
561	2769	2158
562	2772	2152
563	2776	2146
564	2779	2140
565	2782	2133
566	2785	2127
567	2788	2120
568	2791	2114
569	2796	2109
570	2799	2103
571	2802	2096
572	2805	2090
573	2809	2084
574	2813	2079
575	2816	2073
576	2819	2067
577	2823	2061
578	2827	2055
579	2830	2049
580	2834	2044
581	2838	2038
582	2841	2032
583	2844	2026
584	2848	2020
585	2852	2014
586	2856	2009
587	2860	2004
588	2864	1999
589	2868	1993
590	2871	1987
591	2875	1982
592	2879	1976
593	2884	1971
594	2887	1965
595	2891	1959
596	2894	1953
597	2897	1948
598	2901	1942
599	2904	1936
600	2907	1930
601	2911	1924
602	2914	1918
603	2918	1913
604	2921	1907
605	2925	1901
606	2928	1895
607	2931	1889
608	2934	1884
609	2939	1879
610	2943	1874
611	2947	1868
612	2950	1862
613	2954	1857
614	2958	1851
615	2961	1846
616	2964	1840
617	2967	1834
618	2971	1828
619	2975	1823
620	2980	1818
621	2983	1813
622	2987	1807
623	2990	1801
624	2993	1795
625	2995	1789
626	2998	1784
627	3002	1778
628	3005	1772
629	3008	1767
630	3012	1761
631	3015	1755
632	3018	1750
633	3021	1744
634	3025	1738
635	3028	1733
636	3031	1727
637	3035	1722
638	3038	1716
639	3041	1710
640	3044	1705
641	3047	1699
642	3051	1693
643	3054	1688
644	3056	1682
645	3059	1676
646	3062	1671
647	3065	1665
648	3068	1659
649	3071	1653
650	3073	1647
651	3077	1642
652	3080	1636
653	3083	1631
654	3086	1625
655	3089	1620
656	3092	1614
657	3095	1609
658	3098	1603
659	3101	1597
660	3104	1592
661	3107	1586
662	3111	1581
663	3114	1575
664	3117	1570
665	3120	1564
666	3123	1559
667	3126	1553
668	3130	1548
669	3133	1543
670	3136	1537
671	3140	1532
672	3143	1527
673	3146	1521
674	3149	1516
675	3153	1511
676	3156	1505
677	3159	1500
678	3162	1495
679	3166	1489
680	3169	1484
681	3172	1479
682	3175	1473
683	3179	1468
684	3182	1463
685	3183	1457
686	3186	1451
687	3190	1446
688	3193	1441
689	3196	1436
690	3200	1431
691	3203	1425
692	3206	1420
693	3210	1415
694	3213	1410
695	3216	1405
696	3219	1399
697	3223	1394
698	3226	1389
699	3229	1384
700	3232	1378
701	3235	1373
702	3238	1368
703	3242	1363
704	3244	1357
705	3247	1352
706	3250	1346
707	3253	1341
708	3257	1336
709	3260	1331
710	3263	1326
711	3267	1321
712	3270	1316
713	3274	1311
714	3277	1306
715	3281	1301
716	3284	1296
717	3287	1291
718	3291	1286
719	3295	1281
720	3298	1276
721	3302	1271
722	3305	1266
723	3309	1261
724	3313	1256
725	3316	1251
726	3320	1246
727	3323	1241
728	3327	1236
729	3330	1231
730	3333	1226
731	3337	1221
732	3340	1216
733	3344	1211
734	3347	1206
735	3350	1201
736	3354	1196
737	3357	1192
738	3361	1187
739	3365	1182
740	3369	1177
741	3373	1172
742	3376	1168
743	3380	1163
744	3385	1158
745	3388	1153
746	3392	1148
747	3395	1144
748	3400	1139
749	3404	1134
750	3409	1130
751	3413	1125
752	3418	1121
753	3421	1116
754	3425	1111
755	3429	1106
756	3434	1102
757	3438	1097
758	3442	1093
759	3447	1088
760	3451	1083
761	3455	1079
762	3458	1074
763	3462	1069
764	3467	1065
765	3471	1060
766	3475	1055
767	3479	1051
768	3483	1046
769	3489	1042
770	3494	1037
771	3499	1033
772	3503	1028
773	3507	1024
774	3511	1019
775	3515	1014
776	3519	1010
777	3522	1005
778	3526	1000
779	3529	995
780	3533	990
781	3536	985
782	3540	981
783	3544	976
784	3547	971
785	3551	966
786	3554	962
787	3558	957
788	3562	952
789	3565	947
790	3568	942
791	3572	938
792	3576	933
793	3580	928
794	3583	924
795	3587	919
796	3590	914
797	3594	909
798	3597	905
799	3601	900
800	3605	895
801	3609	891
802	3613	886
803	3616	881
804	3620	877
805	3624	872
806	3628	867
807	3632	863
808	3635	858
809	3638	853
810	3642	848
811	3645	844
812	3649	839
813	3652	834
814	3656	830
815	3659	825
816	3663	820
817	3666	815
818	3670	811
819	3673	806
820	3677	801
821	3680	797
822	3684	792
823	3688	787
824	3692	783
825	3695	778
826	3699	773
827	3702	769
828	3706	764
829	3710	759
830	3714	755
831	3717	750
832	3721	746
833	3725	741
834	3728	736
835	3732	732
836	3736	727
837	3739	722
838	3741	718
839	3745	713
840	3748	708
841	3752	704
842	3755	699
843	3759	694
844	3763	690
845	3766	685
846	3770	681
847	3773	676
848	3777	671
849	3780	667
850	3784	662
851	3788	658
852	3791	653
853	3794	648
854	3798	644
855	3802	639
856	3806	635
857	3809	630
858	3813	625
859	3817	621
860	3820	616
861	3823	612
862	3827	607
863	3831	603
864	3835	598
865	3838	593
866	3841	589
867	3845	584
868	3849	580
869	3852	575
870	3855	571
871	3859	566
872	3863	561
873	3866	557
874	3869	552
875	3873	548
876	3876	543
877	3880	539
878	3883	534
879	3887	530
880	3890	525
881	3894	521
882	3897	516
883	3902	512
884	3906	507
885	3910	503
886	3913	498
887	3917	494
888	3921	489
889	3924	485
890	3928	480
891	3931	476
892	3935	471
893	3938	466
894	3942	462
895	3946	458
896	3949	453
897	3953	449
898	3956	444
899	3960	440
900	3964	435
901	3967	431
902	3970	426
903	3974	422
904	3978	417
905	3981	413
906	3984	408
907	3990	404
908	3994	399
909	4001	395
910	4005	391
911	4009	386
912	4013	382
913	4017	378
914	4022	373
915	4026	369
916	4030	364
917	4033	360
918	4038	355
919	4042	351
920	4047	347
921	4051	342
922	4056	338
923	4060	333
924	4064	329
925	4069	325
926	4073	320
927	4077	316
928	4081	311
929	4086	307
930	4089	303
931	4093	298
932	4097	294
933	4102	289
934	4106	285
935	4110	281
936	4115	276
937	4120	272
938	4124	267
939	4128	263
940	4134	259
941	4138	254
942	4142	250
943	4146	245
944	4150	241
945	4154	237
946	4158	232
947	4162	228
948	4166	223
949	4170	219
950	4173	215
951	4177	210
952	4181	206
953	4185	201
954	4188	197
955	4191	192
956	4195	188
957	4199	184
958	4202	179
959	4206	175
960	4210	170
961	4213	166
962	4217	162
963	4221	157
964	4224	153
965	4230	148
966	4234	144
967	4238	140
968	4242	135
969	4247	131
970	4251	126
971	4254	122
972	4258	118
973	4262	113
974	4266	109
975	4269	104
976	4274	100
977	4279	96
978	4282	91
979	4286	87
980	4291	83
981	4294	78
982	4298	74
983	4303	69
984	4307	65
985	4311	61
986	4315	56
987	4319	52
988	4324	48
989	4328	43
990	4332	39
991	4336	34
992	4341	30
993	4345	26
994	4348	21
995	4352	17
996	4357	13
997	4362	8
998	4365	4
999	4369	0
05	46
990	4609	41
991	4612	37
992	4616	32
993	4619	27
994	4623	23
995	4627	18
996	4630	13
997	4633	9
998	4637	4
999	4641	0
13443	752
947	13447	737
948	13452	722
949	13457	708
950	13461	693
951	13466	678
952	13470	664
953	13476	649
954	13480	635
955	13487	620
956	13491	606
957	13498	591
958	13510	577
959	13521	563
960	13528	549
961	13557	535
962	13571	521
963	13580	507
964	13585	492
965	13593	478
966	13604	464
967	13614	450
968	13633	436
969	13647	422
970	13654	407
971	13659	393
972	13664	379
973	13670	364
974	13675	350
975	13684	336
976	13692	322
977	13697	308
978	13701	293
979	13706	279
980	13711	265
981	13716	251
982	13721	237
983	13726	223
984	13732	209
985	13737	195
986	13742	181
987	13748	166
988	13753	152
989	13758	138
990	13762	124
991	13767	111
992	13772	97
993	13777	83
994	13783	69
995	13789	55
996	13794	41
997	13801	27
998	13807	13
999	13814	0
